date,data
2000-01-01 00:00:00,103.43215951424354
2000-01-01 01:00:00,103.64785814423146
2000-01-01 02:00:00,105.63481665107155
2000-01-01 03:00:00,108.06304287988539
2000-01-01 04:00:00,108.55880319322445
2000-01-01 05:00:00,106.25153145968675
2000-01-01 06:00:00,108.37280799999616
2000-01-01 07:00:00,107.13272155473355
2000-01-01 08:00:00,106.74320567369085
2000-01-01 09:00:00,106.57400874560233
2000-01-01 10:00:00,105.44915903987089
2000-01-01 11:00:00,105.80751089813856
2000-01-01 12:00:00,104.15652878236502
2000-01-01 13:00:00,102.64127501649283
2000-01-01 14:00:00,102.25115009196605
2000-01-01 15:00:00,101.6623478890883
2000-01-01 16:00:00,102.63155179744727
2000-01-01 17:00:00,101.06213975482153
2000-01-01 18:00:00,102.04241268298678
2000-01-01 19:00:00,101.65750461948528
2000-01-01 20:00:00,101.02664409009866
2000-01-01 21:00:00,105.53253731373863
2000-01-01 22:00:00,107.20295820480142
2000-01-01 23:00:00,107.13374980427385
2000-01-02 00:00:00,111.6723276471669
2000-01-02 01:00:00,109.37562206856119
2000-01-02 02:00:00,112.12143441551703
2000-01-02 03:00:00,112.88159720674075
2000-01-02 04:00:00,115.2876622808499
2000-01-02 05:00:00,115.56904744892448
2000-01-02 06:00:00,114.24629911584204
2000-01-02 07:00:00,114.11942702496641
2000-01-02 08:00:00,112.1954814613863
2000-01-02 09:00:00,110.19053158963749
2000-01-02 10:00:00,110.72794133907713
2000-01-02 11:00:00,110.0352280909222
2000-01-02 12:00:00,109.89876018754799
2000-01-02 13:00:00,108.73508811103571
2000-01-02 14:00:00,106.16636137559173
2000-01-02 15:00:00,105.49960820231426
2000-01-02 16:00:00,104.28292495137156
2000-01-02 17:00:00,103.75638206282103
2000-01-02 18:00:00,103.64200772581361
2000-01-02 19:00:00,107.7862863481214
2000-01-02 20:00:00,106.09443601124804
2000-01-02 21:00:00,107.16183396064011
2000-01-02 22:00:00,107.49967414677035
2000-01-02 23:00:00,110.75716947765015
2000-01-03 00:00:00,109.57955564084534
2000-01-03 01:00:00,112.09298777764744
2000-01-03 02:00:00,112.33900064782273
2000-01-03 03:00:00,114.2961670032235
2000-01-03 04:00:00,113.76534655257625
2000-01-03 05:00:00,113.12065649490178
2000-01-03 06:00:00,113.94510083815278
2000-01-03 07:00:00,113.73231292729699
2000-01-03 08:00:00,112.39419312059874
2000-01-03 09:00:00,111.40125964089972
2000-01-03 10:00:00,109.05385092949832
2000-01-03 11:00:00,107.81557365869318
2000-01-03 12:00:00,105.98526155816597
2000-01-03 13:00:00,104.85536555675772
2000-01-03 14:00:00,103.11928762388828
2000-01-03 15:00:00,101.15491775645533
2000-01-03 16:00:00,102.29317112358962
2000-01-03 17:00:00,101.26871708237906
2000-01-03 18:00:00,99.92727437732363
2000-01-03 19:00:00,102.2282558172398
2000-01-03 20:00:00,101.3535884948374
2000-01-03 21:00:00,103.04194539579613
2000-01-03 22:00:00,104.61178161939556
2000-01-03 23:00:00,104.986220301933
2000-01-04 00:00:00,106.96531615325331
2000-01-04 01:00:00,105.4661844233103
2000-01-04 02:00:00,107.80316616666195
2000-01-04 03:00:00,107.17046867209092
2000-01-04 04:00:00,107.13992243328867
2000-01-04 05:00:00,107.25475967479873
2000-01-04 06:00:00,107.00129267094711
2000-01-04 07:00:00,106.51671502291369
2000-01-04 08:00:00,104.14612882618246
2000-01-04 09:00:00,104.82052742281844
2000-01-04 10:00:00,102.82256960800632
2000-01-04 11:00:00,99.16935631372279
2000-01-04 12:00:00,100.54274502551974
2000-01-04 13:00:00,99.38818824016633
2000-01-04 14:00:00,97.28050090419386
2000-01-04 15:00:00,94.77392548350372
2000-01-04 16:00:00,93.03260217541498
2000-01-04 17:00:00,94.639242387368
2000-01-04 18:00:00,93.00710347055627
2000-01-04 19:00:00,94.7911663073512
2000-01-04 20:00:00,94.23485045259245
2000-01-04 21:00:00,95.70682879281976
2000-01-04 22:00:00,95.96585092846439
2000-01-04 23:00:00,97.28933577701638
2000-01-05 00:00:00,97.57280896350281
2000-01-05 01:00:00,100.24627049390583
2000-01-05 02:00:00,99.32222523348298
2000-01-05 03:00:00,100.09891580173067
2000-01-05 04:00:00,101.79467797276658
2000-01-05 05:00:00,98.45774292027023
2000-01-05 06:00:00,98.09717002017841
2000-01-05 07:00:00,99.57939634937101
2000-01-05 08:00:00,96.39384268895311
2000-01-05 09:00:00,98.23670246735102
2000-01-05 10:00:00,94.44565901329834
2000-01-05 11:00:00,92.60063036387893
2000-01-05 12:00:00,93.77096900330112
2000-01-05 13:00:00,91.92812704827446
2000-01-05 14:00:00,91.09688306221099
2000-01-05 15:00:00,89.17006360150883
2000-01-05 16:00:00,86.74489124845385
2000-01-05 17:00:00,89.19997627407484
2000-01-05 18:00:00,87.05924493890352
2000-01-05 19:00:00,88.50919189043216
2000-01-05 20:00:00,89.34178475875734
2000-01-05 21:00:00,89.18166184904776
2000-01-05 22:00:00,91.07682588194277
2000-01-05 23:00:00,92.61292754974826
2000-01-06 00:00:00,93.30895602433536
2000-01-06 01:00:00,93.0006909471645
2000-01-06 02:00:00,95.40954998120637
2000-01-06 03:00:00,97.22207494379741
2000-01-06 04:00:00,95.70455422383
2000-01-06 05:00:00,96.43796545967233
2000-01-06 06:00:00,96.01436853183972
2000-01-06 07:00:00,97.84575277558974
2000-01-06 08:00:00,95.93480656401277
2000-01-06 09:00:00,94.70915357398982
2000-01-06 10:00:00,92.4146144187344
2000-01-06 11:00:00,92.53237006947357
2000-01-06 12:00:00,90.14121385093935
2000-01-06 13:00:00,89.77170250041296
2000-01-06 14:00:00,88.21228671260471
2000-01-06 15:00:00,88.88716878958226
2000-01-06 16:00:00,88.45823912646983
2000-01-06 17:00:00,87.6864125653978
2000-01-06 18:00:00,88.65732364617021
2000-01-06 19:00:00,87.8765574345029
2000-01-06 20:00:00,88.4940665090788
2000-01-06 21:00:00,91.69340395810461
2000-01-06 22:00:00,92.87150047219323
2000-01-06 23:00:00,94.89031661221179
2000-01-07 00:00:00,98.20002276892201
2000-01-07 01:00:00,98.24556076869213
2000-01-07 02:00:00,97.71254386862311
2000-01-07 03:00:00,100.83581592930885
2000-01-07 04:00:00,99.21094760815261
2000-01-07 05:00:00,100.55351737659797
2000-01-07 06:00:00,101.1032856703857
2000-01-07 07:00:00,102.72066915993534
2000-01-07 08:00:00,99.81135831873095
2000-01-07 09:00:00,99.04516146134098
2000-01-07 10:00:00,98.92545641835656
2000-01-07 11:00:00,97.43128432246233
2000-01-07 12:00:00,98.29852045339649
2000-01-07 13:00:00,95.26305824797262
2000-01-07 14:00:00,94.54230682210448
2000-01-07 15:00:00,94.84450119222433
2000-01-07 16:00:00,94.67624796683715
2000-01-07 17:00:00,97.32872271425383
2000-01-07 18:00:00,96.91757560385128
2000-01-07 19:00:00,96.95660156070122
2000-01-07 20:00:00,96.84188581420398
2000-01-07 21:00:00,100.35266204053731
2000-01-07 22:00:00,100.12067748433459
2000-01-07 23:00:00,101.27762890322238
2000-01-08 00:00:00,105.71213696062816
2000-01-08 01:00:00,106.45424354778909
2000-01-08 02:00:00,108.50013749074661
2000-01-08 03:00:00,109.09767733362695
2000-01-08 04:00:00,110.53847581497718
2000-01-08 05:00:00,109.601783746263
2000-01-08 06:00:00,109.44607674068608
2000-01-08 07:00:00,111.05687328131286
2000-01-08 08:00:00,109.16781486131056
2000-01-08 09:00:00,108.63226046591376
2000-01-08 10:00:00,108.04158296519266
2000-01-08 11:00:00,107.59631655020061
2000-01-08 12:00:00,106.30069714596455
2000-01-08 13:00:00,104.43744870658199
2000-01-08 14:00:00,104.49006845638775
2000-01-08 15:00:00,102.46527040948962
2000-01-08 16:00:00,105.15630417531688
2000-01-08 17:00:00,103.09244036298058
2000-01-08 18:00:00,104.08576164190742
2000-01-08 19:00:00,106.05816543804798
2000-01-08 20:00:00,106.36807090954143
2000-01-08 21:00:00,109.98353331370501
2000-01-08 22:00:00,108.64086509621846
2000-01-08 23:00:00,111.77176569402947
2000-01-09 00:00:00,113.0256902049518
2000-01-09 01:00:00,113.35789424541872
2000-01-09 02:00:00,116.3285525587473
2000-01-09 03:00:00,116.66043472554432
2000-01-09 04:00:00,118.32347361770509
2000-01-09 05:00:00,118.75359283298792
2000-01-09 06:00:00,120.1185876394258
2000-01-09 07:00:00,118.97539245480061
2000-01-09 08:00:00,116.64528537107397
2000-01-09 09:00:00,115.89674888028547
2000-01-09 10:00:00,116.17391308429042
2000-01-09 11:00:00,114.56614285254085
2000-01-09 12:00:00,113.3742010329179
2000-01-09 13:00:00,110.01495221794046
2000-01-09 14:00:00,110.66216206860076
2000-01-09 15:00:00,109.23028004368392
2000-01-09 16:00:00,109.81140251548187
2000-01-09 17:00:00,109.31184961035704
2000-01-09 18:00:00,110.52565682453123
2000-01-09 19:00:00,110.4535291680809
2000-01-09 20:00:00,111.72481615510866
2000-01-09 21:00:00,111.50148916551531
2000-01-09 22:00:00,112.20962325090201
2000-01-09 23:00:00,114.00482942861566
2000-01-10 00:00:00,115.6452330745418
2000-01-10 01:00:00,117.18727979341647
2000-01-10 02:00:00,120.02977615970727
2000-01-10 03:00:00,118.4366073537036
2000-01-10 04:00:00,117.92340668965234
2000-01-10 05:00:00,118.5921069033248
2000-01-10 06:00:00,118.18008709184534
2000-01-10 07:00:00,118.48946253054005
2000-01-10 08:00:00,115.52447888377098
2000-01-10 09:00:00,115.9332497373603
2000-01-10 10:00:00,114.64947956114469
2000-01-10 11:00:00,113.24889586088061
2000-01-10 12:00:00,110.9324059369766
2000-01-10 13:00:00,109.88259698856226
2000-01-10 14:00:00,107.44757299695021
2000-01-10 15:00:00,107.36068047542481
2000-01-10 16:00:00,106.57928350531915
2000-01-10 17:00:00,107.12654806484878
2000-01-10 18:00:00,105.47489029246775
2000-01-10 19:00:00,107.65387166342401
2000-01-10 20:00:00,108.89617140371197
2000-01-10 21:00:00,106.09441497498645
2000-01-10 22:00:00,109.51694978799611
2000-01-10 23:00:00,110.7757454262058
2000-01-11 00:00:00,110.46367844315778
2000-01-11 01:00:00,111.61253842933515
2000-01-11 02:00:00,112.61034394789745
2000-01-11 03:00:00,112.93348788362948
2000-01-11 04:00:00,113.11130661342344
2000-01-11 05:00:00,111.60080553323318
2000-01-11 06:00:00,113.94197676785761
2000-01-11 07:00:00,113.0505682727208
2000-01-11 08:00:00,110.04191440776167
2000-01-11 09:00:00,108.03087660806176
2000-01-11 10:00:00,108.48917204472859
2000-01-11 11:00:00,105.77461203018694
2000-01-11 12:00:00,104.87484599504496
2000-01-11 13:00:00,102.88497064699065
2000-01-11 14:00:00,102.53886008410436
2000-01-11 15:00:00,101.4277994629721
2000-01-11 16:00:00,99.19055741846192
2000-01-11 17:00:00,98.04782670504181
2000-01-11 18:00:00,97.70734202019436
2000-01-11 19:00:00,100.09270061607597
2000-01-11 20:00:00,98.78491621673155
2000-01-11 21:00:00,100.20417340203736
2000-01-11 22:00:00,101.02757049283946
2000-01-11 23:00:00,102.57819531255491
2000-01-12 00:00:00,101.70762913693547
2000-01-12 01:00:00,104.7643785967938
2000-01-12 02:00:00,105.8680041646136
2000-01-12 03:00:00,105.96774852533062
2000-01-12 04:00:00,105.81664110401184
2000-01-12 05:00:00,106.15250214768146
2000-01-12 06:00:00,106.04990136430426
2000-01-12 07:00:00,102.15420688478633
2000-01-12 08:00:00,105.87327840231796
2000-01-12 09:00:00,103.06717460438963
2000-01-12 10:00:00,100.62446941167106
2000-01-12 11:00:00,99.40833180013212
2000-01-12 12:00:00,98.82656875416988
2000-01-12 13:00:00,96.8499083178057
2000-01-12 14:00:00,93.75063963400295
2000-01-12 15:00:00,96.91411180459275
2000-01-12 16:00:00,94.1147762762761
2000-01-12 17:00:00,94.9628840326916
2000-01-12 18:00:00,93.3215984620705
2000-01-12 19:00:00,95.96311254888158
2000-01-12 20:00:00,95.43447647987587
2000-01-12 21:00:00,96.732715776614
2000-01-12 22:00:00,96.23829314544979
2000-01-12 23:00:00,99.75626616786445
2000-01-13 00:00:00,100.51034865771447
2000-01-13 01:00:00,102.32353796731371
2000-01-13 02:00:00,101.43842424735871
2000-01-13 03:00:00,102.40346192864958
2000-01-13 04:00:00,105.72543878124532
2000-01-13 05:00:00,102.58358417727845
2000-01-13 06:00:00,103.40317238288303
2000-01-13 07:00:00,104.25658040971311
2000-01-13 08:00:00,102.51703677471515
2000-01-13 09:00:00,102.07504541750201
2000-01-13 10:00:00,100.0090814639169
