,constant_value,integral_value
0,68.7917384143383,16.0223110477903
1,947.7781570616658,138.132698736002
2,613.0000472567976,95.3513933867321
3,280.7017444468876,49.6163246139662
4,335.7937014332289,57.5593354812684
5,675.2078436818271,103.485144439440
6,448.9909035799905,73.3569200556226
7,497.9663680882509,80.0199282146345
8,754.6531064250877,113.737359113948
9,676.617609254993,103.668342974625
10,510.46672403154525,81.7065168324792
11,924.5812321830317,135.237242355221
12,598.5057906791254,93.4415125846068
13,146.72404998470225,29.2116836521944
14,981.115450747971,142.278928346157
15,472.97865382727787,76.6317263287732
16,155.62927392668564,30.6349651922138
17,222.57642557067143,40.9926615900095
18,338.7503123544894,57.9802654905802
19,765.4500485006569,115.119975525561
20,50.06428011508341,12.5378025056264
21,290.40862295518144,51.0304842842523
22,998.9863968436856,144.494541414968
23,966.161897861196,140.421265817680
24,461.6852619979285,75.0927493437526
25,786.2057307449408,117.771111070385
26,432.1594708563086,71.0453219480834
27,153.79985097262247,30.3436076002228
28,15.169557769078066,5.21075517051534
29,886.8276047891915,130.505775302072
30,916.5321350486973,134.230495904044
31,617.980331002921,96.0063012194936
32,84.63956897321312,18.8445236184083
33,216.32924377712845,40.0478319350278
34,613.1137849845293,95.3663574516623
35,259.4118127048443,46.4901826482596
36,399.3213317452368,66.5003111615150
37,919.8616111422187,134.647062289413
38,605.0384745719962,94.3030340887704
39,349.1978292753379,59.4636815221876
40,942.9242171680206,137.527544769551
41,547.9684702035967,86.7347896884415
42,850.8458544136394,125.973429792998
43,586.2693480220306,91.8245390109421
44,642.4990202013371,99.2208469668319
45,794.7377099448105,118.858380881211
46,371.6389974204738,62.6299126905165
47,465.6225254439869,75.6298459190972
48,550.6516510079136,87.0928114362849
49,509.17061438947627,81.5318938103719
50,673.1886280823184,103.222664111652
51,463.6939071617393,75.3668310596376
52,206.29850001177604,38.5224269093822
53,622.5659767258177,96.6087201999125
54,50.27250789147572,12.5776723839752
55,617.7474428289099,95.9756914178458
56,388.64726739930035,65.0123395510179
57,113.847944616971,23.8334091199830
58,754.533047732358,113.721971080144
59,681.9857322041812,104.365489709143
60,768.8143212647192,115.550295448143
61,903.9666252694412,132.656700366274
62,705.2342881317333,107.376848239913
63,667.1045216717451,102.431182128623
64,884.8762190199404,130.260558922186
65,833.2883273821144,123.753358594834
66,486.8663267044242,78.5176378653897
67,694.0948491891335,105.935550984165
68,489.89376811916964,78.9278148000238
69,127.64186146303265,26.1158789416401
70,587.0292235179832,91.9250769601121
71,972.6598969607466,141.228928390161
72,586.3022064215239,91.8288867999190
73,610.0783592138984,94.9668758833530
74,946.5284578830058,137.976931305644
75,44.58013289000631,11.4766457916873
76,753.8224592829382,113.630888063623
77,462.5241505687248,75.2072356226252
78,763.8147042671578,114.910715924490
79,661.2884400270922,101.673715806227
80,666.9319725786773,102.408721962228
81,334.10557221899234,57.3187706011676
82,866.9312588826566,128.002427048909
83,493.4150978771789,79.4044900048832
84,977.6960443670233,141.854442939715
85,276.9537717502724,49.0684748257250
86,535.0064419772481,85.0020287233291
87,602.0758080883346,93.9124695917556
88,719.3730828653613,109.202124286641
89,799.7644834123772,119.498289642204
90,889.5051285384144,130.842132965430
91,868.4921458044294,128.199069080071
92,871.5663527229617,128.586234233741
93,604.5224637473202,94.2350266346462
94,717.7752419619377,108.996074443549
95,800.3567710450195,119.573655131140
96,287.5775506236788,50.6187277162664
97,991.5771307971964,143.576536647581
98,920.7196432044773,134.754384970597
99,533.0356914657748,84.7381065326087
100,234.0422887337356,42.7169298843471
101,468.78988016408243,76.0614824639358
102,433.6898242962882,71.2559847129380
103,857.4624619480321,126.808606392960
104,491.3140677253693,79.1201315899322
105,50.13910622621962,12.5521330138388
106,201.75574991031738,37.8280691890307
107,726.0141302099983,110.057910229332
108,232.9481772232901,42.5529272405823
109,405.9604524534472,67.4231117528573
110,361.55790771877685,61.2108766555718
111,438.91213952404576,71.9741290081277
112,695.7722991323884,106.152775547957
113,158.93331772105276,31.1598685149522
114,585.1533033077661,91.6768465981394
115,917.3299757293372,134.330334240411
116,392.2221540418963,65.5112853080497
117,85.56811181942372,19.0070057432462
118,219.11326907683394,40.4693710239171
119,271.4358983195935,48.2600144723357
120,227.03506426417644,41.6646472636487
121,233.98757677703207,42.7087314104409
122,188.3920542053745,35.7719105182144
123,476.5330531774068,77.1150884925135
124,660.5975779407308,101.583684567986
125,350.03884510191557,59.5828295414182
126,785.834518289959,117.723772703147
127,595.6904928258995,93.0698651631453
128,939.7114052599236,137.126787046001
129,810.3795707445524,120.847964041275
130,228.5084453982992,41.8862893466068
131,639.7717223760794,98.8640622285197
132,725.8952613046471,110.042601037388
133,980.5192674812596,142.204930976806
134,831.5097161373536,123.528142320407
135,678.060363081519,103.855778554354
136,675.4728795319102,103.519589428629
137,74.02992211728497,16.9660685056969
138,447.2155705175717,73.1136477041716
139,14.195636989009651,4.97397737401911
140,45.13576241997136,11.5851781811883
141,554.5775309233998,87.6162437164699
142,472.095179683591,76.5115089157948
143,953.6299972493764,138.861764686285
144,952.5161795361275,138.723038815509
145,391.4823090769625,65.4080757423394
146,54.830509969609324,13.4433547153156
147,115.74466175496076,24.1497213472916
148,16.361540049093414,5.49620957321155
149,101.08679811315305,21.6826780433983
150,136.00775376858346,27.4813090195382
151,13.288283544545845,4.75022833265232
152,14.416830938289491,5.02805027167375
153,918.3364698565172,134.456267503657
154,839.1346332171746,124.493230247712
155,840.3904637472979,124.652077463386
156,862.3090129926231,127.419857475682
157,780.1421669906805,116.997515612743
158,716.9900357193402,108.894797021163
159,456.41465348455785,74.3728198803209
160,586.7082028078692,91.8826052419102
161,489.2114198709346,78.8353949672013
162,770.4136145830448,115.754777049967
163,190.31522127894587,36.0690988805919
164,784.4756644390341,117.550463073673
165,947.0222664022225,138.038484522244
166,473.601079221273,76.7164042105859
167,976.9759554194684,141.765028202755
168,605.1451880427413,94.3170974270953
169,82.53274096945623,18.4747647875637
170,120.35142164209897,24.9146258325007
171,492.61196612651025,79.2958109729082
172,343.03191754779135,58.5889446175825
173,168.7355170038376,32.7076134346148
174,532.4101509009126,84.6543079648567
175,382.933936714589,64.2136461053176
176,179.12449742981514,34.3334066425960
177,762.2361002145379,114.708664043333
178,465.9757154462658,75.6779965691421
179,24.15947879593428,7.27215986164065
180,587.7141152708026,92.0156796474732
181,284.6397636795873,50.1908513838335
182,36.711333076644145,9.91131988732765
183,283.7260637575259,50.0576492218274
184,976.53438443374,141.710193604298
185,850.2305416797183,125.895721985132
186,426.4192140046344,70.2542528778108
187,385.35883658610425,64.5528289388782
188,788.4396885264142,118.055935153682
189,457.1339010642362,74.4711285626998
190,624.1095757184427,96.8113765630514
191,974.1457821522772,141.413523319020
192,505.8860631813428,81.0891111733036
193,837.0439131033988,124.228714877700
194,509.4539902974192,81.5700775853648
195,625.9730793505822,97.0559477648183
196,595.8899088777703,93.0961974483726
197,209.23544923055428,38.9701509201630
198,353.41857225241733,60.0612486034072
199,608.3240083694,94.7358765470002
200,976.3922720482175,141.692545350447
201,337.67746950552254,57.8275841954046
202,934.6420673785703,136.494112782612
203,958.5824403985647,139.478353742354
204,550.5273992775418,87.0762372787381
205,462.70836000950436,75.2323717134492
206,984.0101906975304,142.638142025091
207,586.5169777515717,91.8573043486687
208,301.51613559838694,52.6406419622028
209,9.74658340631734,3.84141545794536
210,316.3441803811957,54.7773925230561
211,44.20037108452023,11.4023260491982
212,805.765070883663,120.261514981671
213,18.541598364506605,6.00736220289706
214,819.2974993559199,121.980164266727
215,867.4379077960565,128.066259911519
216,678.8731687222848,103.961352200784
217,574.0140052374389,90.2007292847031
218,755.1424770557838,113.800079051623
219,805.1387573044167,120.181885938821
220,61.02113286613129,14.5993474674323
221,189.41027669128056,35.9293125340939
222,294.58747691287067,51.6372443539536
223,981.1812100814777,142.287089963176
224,403.690975252927,67.1078961827515
225,633.2500640193588,98.0101158212957
226,840.986033218193,124.727399527355
227,968.5747274124188,140.721242566027
228,922.8636870735963,135.022508931609
229,829.4918308791615,123.272556261232
230,409.4120830997697,67.9020693566425
231,144.269198016049,28.8170537183253
232,96.4187672582366,20.8853173152347
